turn,causal_score_effect_pts,critic_value_delta
520,-6.250000,-0.962002
428,-3.125000,-1.035206
555,0.000000,-0.107022
415,-6.250000,-0.311049
550,0.000000,-0.051925
561,0.000000,-0.208711
413,-18.750000,-0.539738
532,-12.500000,-0.423307
573,0.000000,-0.508092
510,15.625000,-0.063686
599,0.000000,-0.038222
575,-31.250000,-0.563871
497,0.000000,-0.330937
482,3.125000,-0.164989
599,-56.250000,-1.078732
480,59.375000,-0.337105
524,-3.125000,-0.822699
423,78.125000,-0.314970
443,-87.500000,-1.011175
585,6.250000,-0.447239
491,0.000000,-0.065034
423,75.000000,-0.504101
482,0.000000,-0.139142
452,-6.250000,-0.083917
476,50.000000,-0.856514
474,-43.750000,-1.054022
490,-18.750000,-0.613309
543,0.000000,-0.142036
526,12.500000,-0.395198
522,0.000000,-0.143322
401,-15.625000,-0.408912
427,56.250000,-0.474670
407,0.000000,-0.472203
498,-6.250000,-0.058957
561,0.000000,-0.084737
429,-21.875000,-0.664464
443,-18.750000,-0.738178
480,50.000000,-0.123887
494,65.625000,-0.401649
580,-15.625000,-0.488962
514,-12.500000,-0.615317
568,62.500000,-0.343766
520,-9.375000,-0.877813
483,-37.500000,-0.523979
532,-18.750000,-0.739010
431,62.500000,-0.280568
429,0.000000,-0.044734
546,-6.250000,-0.240134
539,-68.750000,-1.405268
566,9.375000,-0.269302
533,3.125000,-0.084448
480,15.625000,-0.830271
417,0.000000,-0.281290
586,-12.500000,-0.612592
479,-3.125000,-0.525728
530,-93.750000,-0.858046
487,18.750000,-0.276876
417,0.000000,-0.051789
587,-18.750000,-0.296381
519,0.000000,-0.055151
429,87.500000,-0.505834
586,-100.000000,-0.578438
484,-93.750000,-0.482900
470,0.000000,-0.438570
427,12.500000,-0.758700
402,-21.875000,-0.831537
571,0.000000,-0.791565
514,-15.625000,-0.361962
472,0.000000,-0.144280
427,-84.375000,-1.167959
438,-9.375000,-0.444975
560,53.125000,-0.236181
448,31.250000,-0.341414
565,6.250000,-0.521428
470,3.125000,-0.701753
597,0.000000,-0.085090
519,-9.375000,-0.461955
536,31.250000,-0.230519
548,-3.125000,-0.525449
441,0.000000,-0.495691
492,-25.000000,-0.668133
493,0.000000,-0.109356
575,25.000000,-0.358530
435,0.000000,-0.825954
422,31.250000,-0.710611
592,12.500000,-0.105019
412,-18.750000,-0.874361
482,-84.375000,-0.893245
537,-3.125000,-0.271814
534,40.625000,-0.230949
442,0.000000,-0.088670
438,-37.500000,-1.443846
426,6.250000,-0.619489
491,-6.250000,-0.484116
514,0.000000,-0.038901
438,50.000000,-0.455543
570,-59.375000,-0.759521
440,43.750000,-0.319290
587,-3.125000,-0.512567
473,-12.500000,-0.266083
437,-56.250000,-0.424821
579,37.500000,-0.403315
439,-9.375000,-0.577378
526,3.125000,-0.366443
475,6.250000,-0.628306
502,6.250000,-0.113893
426,25.000000,-0.265734
441,18.750000,-0.105774
405,0.000000,-0.553354
427,-100.000000,-1.117216
430,-75.000000,-0.537847
496,-81.250000,-1.101471
587,-12.500000,-0.271249
531,-28.125000,-0.387819
471,-6.250000,-0.284242
603,-15.625000,-0.277279
687,0.000000,-0.039304
605,3.125000,-0.410734
661,-6.250000,-0.215216
671,0.000000,-0.107966
620,37.500000,-0.399446
763,28.125000,-0.091071
601,-6.250000,-0.121919
610,-9.375000,-0.546608
662,0.000000,-0.165414
777,6.250000,-0.183705
612,0.000000,-0.025641
625,18.750000,-0.093429
612,-3.125000,-0.348632
682,-56.250000,-1.318598
716,-15.625000,-0.161450
729,-87.500000,-1.161252
732,-28.125000,-0.393651
617,12.500000,-0.060419
742,18.750000,-0.206611
748,-9.375000,-0.839737
726,0.000000,-0.033054
776,25.000000,-0.148045
639,6.250000,-0.629105
629,-18.750000,-0.467121
672,15.625000,-0.387835
610,0.000000,-0.127622
600,-40.625000,-0.823867
711,-43.750000,-0.484152
620,0.000000,-0.107960
679,-12.500000,-0.068133
627,-37.500000,-0.520263
712,-31.250000,-0.573271
767,-6.250000,-0.078038
734,0.000000,-0.131122
727,18.750000,-0.240970
623,3.125000,-0.735282
722,0.000000,-0.035518
605,0.000000,-0.009267
776,-12.500000,-0.530429
725,-31.250000,-1.012427
724,3.125000,-0.175717
668,0.000000,-0.051933
752,9.375000,-0.021762
666,18.750000,-0.112905
607,0.000000,-0.044045
626,6.250000,-0.142718
698,-12.500000,-0.241218
641,-9.375000,-0.673193
648,-81.250000,-0.893647
774,0.000000,-0.042966
766,0.000000,-0.104213
623,0.000000,-0.149649
781,3.125000,-0.474895
639,0.000000,-0.358182
692,15.625000,-0.150390
690,-93.750000,-0.576452
721,-6.250000,-0.102463
712,-6.250000,-0.427614
605,0.000000,-0.056993
703,0.000000,-0.065392
694,-3.125000,-0.343814
786,-6.250000,-0.188254
612,0.000000,-0.132207
624,43.750000,-0.718887
600,0.000000,-0.030999
685,3.125000,-0.199453
765,-43.750000,-0.894141
721,-43.750000,-0.440044
734,0.000000,-0.052285
638,-12.500000,-0.427296
765,3.125000,-0.143474
616,28.125000,-0.676804
630,0.000000,-0.076293
602,0.000000,-0.039997
649,0.000000,-0.135516
639,6.250000,-0.166085
628,6.250000,-0.050859
662,0.000000,-0.040344
715,-12.500000,-0.616329
610,0.000000,-0.345723
621,0.000000,-0.033816
765,25.000000,-0.478871
731,31.250000,-0.612993
766,0.000000,-0.024205
669,12.500000,-0.044018
658,-40.625000,-0.380379
644,-43.750000,-1.191792
779,6.250000,-0.046831
644,-6.250000,-0.287199
672,-6.250000,-0.894289
665,0.000000,-0.467675
717,0.000000,-0.273076
764,15.625000,-0.297799
628,-68.750000,-0.365105
784,-3.125000,-0.785609
774,9.375000,-0.144436
784,6.250000,-0.064861
612,-3.125000,-0.125312
615,0.000000,-0.081646
679,0.000000,-0.295640
772,0.000000,-0.242102
796,-12.500000,-0.037311
758,0.000000,-0.015390
717,21.875000,-1.100824
685,-6.250000,-0.008089
688,-59.375000,-0.604776
638,9.375000,-0.283232
669,3.125000,-0.551562
633,25.000000,-0.471490
779,-28.125000,-0.414044
762,0.000000,-0.104455
752,0.000000,-0.266480
675,-31.250000,-0.102454
625,-6.250000,-0.135123
635,-100.000000,-1.275488
796,-18.750000,-0.561465
722,0.000000,-0.297919
600,0.000000,-0.037543
661,0.000000,-0.015158
623,-9.375000,-0.743432
626,0.000000,-0.099940
715,0.000000,-0.018921
642,0.000000,-0.064232
665,18.750000,-0.188142
635,12.500000,-0.821161
784,0.000000,-0.095107
600,0.000000,-0.120080
664,3.125000,-0.594797
688,0.000000,-0.046791
638,-12.500000,-0.604833
713,-18.750000,-1.014959
793,9.375000,-0.327668
685,0.000000,-0.005318
717,6.250000,-0.025552
617,37.500000,-0.285912
626,3.125000,-0.401613
768,0.000000,-0.030343
639,-87.500000,-0.321031
774,-46.875000,-0.994038
623,-12.500000,-0.576174
723,6.250000,-0.851631
754,-6.250000,-0.048166
779,-87.500000,-0.455265
789,-6.250000,-0.179851
711,3.125000,-0.258354
655,-25.000000,-0.325271
776,-34.375000,-0.298618
691,-21.875000,-0.547966
655,0.000000,-0.078492
605,-28.125000,-0.179719
707,53.125000,-0.569699
684,12.500000,-0.817020
615,-3.125000,-0.111277
645,0.000000,-0.488417
647,0.000000,-0.023212
779,0.000000,-0.032083
748,0.000000,0.014791
798,-37.500000,-0.449275
645,-6.250000,-0.456123
775,0.000000,-0.107761
749,-3.125000,-0.088102
717,0.000000,-0.076170
628,0.000000,-0.117790
610,43.750000,-0.576932
722,3.125000,-0.054699
732,12.500000,-0.339955
612,0.000000,-0.106186
658,0.000000,-0.108437
779,-6.250000,-0.266962
794,0.000000,-0.073707
681,-3.125000,-0.049105
742,-6.250000,-0.161953
656,12.500000,-0.552164
692,-25.000000,-0.876585
629,0.000000,-0.008532
784,-18.750000,-0.413582
724,0.000000,-0.058056
622,12.500000,-0.570837
739,0.000000,-0.008131
711,-6.250000,-0.030754
721,3.125000,-0.556396
777,3.125000,-0.437125
610,-3.125000,-0.272912
634,46.875000,-0.278726
716,-6.250000,-0.018232
611,-15.625000,-0.527448
636,-9.375000,-0.534307
691,3.125000,-0.179680
798,9.375000,-0.066817
619,6.250000,-0.639675
625,-100.000000,-1.302218
775,-43.750000,-0.239219
615,-6.250000,-0.255729
622,9.375000,-0.077956
637,12.500000,-0.509529
734,-6.250000,-0.235834
767,0.000000,-0.014175
735,-50.000000,-0.939007
603,0.000000,-0.269697
677,-40.625000,-0.504895
663,21.875000,-0.562570
634,0.000000,-0.108388
694,0.000000,-0.627957
744,0.000000,-0.039480
738,0.000000,-0.087342
620,-6.250000,-0.004296
630,0.000000,-0.370615
635,12.500000,-1.006362
666,-18.750000,-1.023320
781,-15.625000,-0.081046
736,0.000000,-0.389320
754,6.250000,-0.127812
773,0.000000,-0.019023
641,0.000000,-0.106621
616,18.750000,-0.865536
659,9.375000,-0.784483
635,6.250000,-0.343285
738,3.125000,-0.033420
763,-43.750000,-0.812041
635,3.125000,-0.434018
653,0.000000,-0.034034
662,3.125000,-0.308745
720,-6.250000,-0.298179
623,9.375000,-0.093837
601,12.500000,-0.555466
722,-3.125000,-0.060192
681,6.250000,-0.073043
665,0.000000,-0.030398
713,-18.750000,-0.143540
629,46.875000,-0.570420
606,-6.250000,-0.096103
723,12.500000,-0.446895
772,-6.250000,-0.364616
665,-25.000000,-0.747799
781,0.000000,-0.085675
605,-87.500000,-0.712782
782,0.000000,-0.097098
620,0.000000,-0.024634
602,0.000000,-0.016497
759,0.000000,-0.045830
694,0.000000,-0.042324
781,0.000000,-0.032789
633,0.000000,-0.029518
691,-37.500000,-0.385443
626,-6.250000,-0.427566
668,0.000000,-0.060437
650,0.000000,-0.007641
684,18.750000,-0.128752
688,0.000000,0.016727
625,6.250000,-0.588921
686,0.000000,-0.107881
621,-9.375000,-1.066637
764,0.000000,-0.026747
660,6.250000,-0.158144
744,6.250000,-0.143873
629,37.500000,-0.163152
639,0.000000,-0.058985
622,-12.500000,-0.140273
649,0.000000,-0.091843
723,-3.125000,-0.753111
712,0.000000,-0.034913
683,6.250000,-0.133230
759,0.000000,-0.163592
669,46.875000,-0.527086
792,0.000000,-0.036632
751,0.000000,-0.175041
653,-6.250000,-0.076614
620,65.625000,-0.229755
671,-75.000000,-1.057100
683,-34.375000,-0.505410
684,-6.250000,-0.079831
715,0.000000,-0.017019
670,0.000000,-0.068848
678,-12.500000,-0.508763
715,3.125000,-0.073448
678,-40.625000,-0.581015
781,-9.375000,-0.414696
746,-6.250000,-0.023129
682,21.875000,-0.513830
604,-9.375000,-0.252460
633,0.000000,-0.282815
624,0.000000,-0.021825
638,0.000000,-0.438080
687,-43.750000,-0.521463
631,0.000000,-0.171504
666,-75.000000,-1.092248
724,31.250000,-0.543489
725,0.000000,-0.031227
744,-78.125000,-0.779500
773,-31.250000,-0.441684
686,-6.250000,-0.426662
736,0.000000,-0.026414
639,-78.125000,-0.678586
602,0.000000,-0.262176
624,0.000000,-0.052274
747,0.000000,-0.066819
758,0.000000,-0.165628
688,-6.250000,-0.239182
677,53.125000,-0.195073
621,-37.500000,-1.440253
757,-3.125000,-0.305197
679,-6.250000,-0.464823
644,0.000000,-0.048657
672,-6.250000,-0.237708
792,-12.500000,-0.291485
730,6.250000,-0.058674
623,0.000000,-0.023684
755,9.375000,-0.129702
701,21.875000,-0.379214
686,25.000000,-0.356844
664,0.000000,-0.137835
717,12.500000,-0.208152
724,0.000000,-0.031276
734,-31.250000,-0.336238
732,0.000000,-0.158283
755,9.375000,-0.094684
723,0.000000,-0.026399
616,3.125000,-0.686202
638,0.000000,-0.048378
614,-18.750000,-0.619631
615,0.000000,-0.008824
621,-9.375000,-0.385273
722,0.000000,-0.154351
728,12.500000,-0.431021
653,0.000000,-0.219941
780,-15.625000,-0.116714
626,-34.375000,-0.416344
633,15.625000,-0.519823
606,0.000000,-0.215577
678,0.000000,-0.049285
724,6.250000,-0.427164
692,-6.250000,-0.042181
612,0.000000,-0.029750
622,0.000000,-0.404154
684,6.250000,-0.084276
639,0.000000,-0.022175
724,-3.125000,-0.209235
686,0.000000,-0.212960
639,0.000000,-0.039324
725,3.125000,-0.259999
693,12.500000,-0.146663
769,0.000000,-0.177907
683,-56.250000,-0.691387
761,-3.125000,-0.135065
663,3.125000,-0.011180
703,25.000000,-0.454196
611,0.000000,-0.036337
617,0.000000,-0.024197
625,6.250000,-0.355975
693,0.000000,-0.095084
676,-43.750000,-0.830112
624,-50.000000,-1.036216
749,6.250000,-0.007715
615,21.875000,-0.144230
941,-12.500000,-0.523004
966,0.000000,-0.065766
821,0.000000,-0.063109
802,-12.500000,-0.096132
951,0.000000,-0.260408
817,0.000000,-0.047869
819,-12.500000,-1.123978
869,-6.250000,-0.165191
825,0.000000,-0.539342
833,0.000000,-0.133882
812,-6.250000,-0.485403
814,0.000000,-0.088785
867,0.000000,-0.019525
839,-21.875000,-0.260830
817,0.000000,-0.148751
965,-12.500000,-0.219640
816,0.000000,-0.013744
801,0.000000,-0.021556
809,0.000000,-0.083208
971,9.375000,-0.039198
854,0.000000,-0.028418
891,18.750000,-0.105881
865,0.000000,-0.156311
828,0.000000,-0.028917
992,6.250000,-0.033382
811,0.000000,-0.008049
838,-9.375000,-0.139109
981,0.000000,-0.361517
816,-31.250000,-0.371192
915,9.375000,-0.388833
892,12.500000,-0.419426
801,0.000000,-0.050927
807,0.000000,-0.044670
808,-6.250000,-0.249909
848,0.000000,-0.046434
838,0.000000,-0.075447
975,15.625000,-0.238188
801,0.000000,-0.171000
956,-12.500000,-0.051705
825,0.000000,-0.037278
872,-25.000000,-0.225947
881,0.000000,-0.015901
810,0.000000,-0.038773
841,12.500000,-1.197139
889,0.000000,-0.016126
885,-9.375000,-0.081577
809,9.375000,-0.604633
823,-12.500000,-0.232069
828,0.000000,-0.045668
961,0.000000,-0.059033
875,6.250000,-0.092252
840,3.125000,-0.001674
979,-100.000000,-0.288273
877,-15.625000,-0.450109
854,0.000000,-0.044707
967,-18.750000,-0.045277
821,0.000000,-0.069905
972,12.500000,-0.120772
801,-6.250000,-0.072643
811,9.375000,-0.395774
883,3.125000,-0.353059
841,0.000000,-0.153924
922,0.000000,-0.053166
822,0.000000,-0.022454
865,-21.875000,-0.659760
814,-3.125000,-0.037802
955,0.000000,0.001592
827,-25.000000,-0.587332
870,0.000000,-0.073738
984,-18.750000,-0.256751
835,0.000000,-0.020374
830,15.625000,-0.281599
806,0.000000,-0.066677
882,-3.125000,-0.565373
855,-3.125000,-0.070329
935,-9.375000,-0.231594
970,-3.125000,-0.030843
882,9.375000,-0.091135
911,-3.125000,-0.069816
802,-87.500000,-0.741514
883,15.625000,-0.706619
897,0.000000,-0.005984
807,0.000000,-0.200278
813,-3.125000,-0.379604
826,-9.375000,-0.462138
888,-25.000000,-0.786319
831,-6.250000,-0.060519
843,-12.500000,-0.422871
841,-75.000000,-0.510154
929,25.000000,-0.286481
802,-25.000000,-0.575850
980,0.000000,-0.175069
828,-3.125000,-0.024489
834,-6.250000,-0.011657
929,-3.125000,-0.032524
807,0.000000,-0.474583
802,0.000000,-0.024428
818,-6.250000,-0.041507
848,0.000000,-0.005413
994,0.000000,-0.032406
810,-21.875000,-0.050554
800,0.000000,-0.228252
987,-9.375000,-0.017227
822,3.125000,-0.490117
976,-6.250000,-0.386448
816,-37.500000,-0.364638
841,-3.125000,-0.040120
802,0.000000,-0.459730
876,-9.375000,-0.740316
901,0.000000,-0.044012
850,0.000000,-0.079116
824,0.000000,-0.020493
889,0.000000,-0.047732
953,3.125000,-0.009456
872,0.000000,-0.468468
802,0.000000,-0.011601
982,-6.250000,-0.551575
804,0.000000,-0.003163
835,12.500000,-0.022983
870,6.250000,-0.078117
807,-12.500000,-0.032853
818,0.000000,-0.036771
840,9.375000,-0.376519
819,0.000000,-0.041818
825,0.000000,-0.071348
864,-3.125000,-0.014496
805,15.625000,-0.260721
824,-9.375000,-0.927314
845,0.000000,-0.135093
835,-18.750000,-0.635200
916,3.125000,-0.580115
805,3.125000,-0.030728
939,-25.000000,-0.068157
943,0.000000,-0.104358
824,-25.000000,-0.355665
965,0.000000,-0.008212
826,-25.000000,-0.370145
804,0.000000,0.001473
952,0.000000,-0.652944
839,-9.375000,-0.188828
826,-37.500000,-0.428193
834,-43.750000,-0.429269
970,6.250000,-0.119399
994,-6.250000,-0.556936
942,0.000000,-0.091750
800,0.000000,-0.040873
835,0.000000,-0.020915
801,6.250000,-0.106960
860,0.000000,-0.084637
848,-18.750000,-0.652647
889,12.500000,-0.132138
842,0.000000,-0.072237
801,18.750000,-0.299006
885,-3.125000,-0.158989
876,0.000000,-0.013946
973,-15.625000,-0.210410
804,0.000000,-0.074515
878,-12.500000,-0.070525
824,0.000000,-0.384085
815,0.000000,-0.008166
857,-6.250000,-0.026556
830,0.000000,-0.023250
825,-6.250000,-0.215136
955,34.375000,-0.181497
801,0.000000,-0.136607
836,0.000000,-0.192203
878,-9.375000,-0.110149
822,-6.250000,-0.032687
862,6.250000,-0.037428
839,0.000000,-0.090336
944,0.000000,-0.028205
805,0.000000,-0.015293
807,0.000000,-0.050790
993,3.125000,-0.013274
985,-6.250000,-0.151455
911,-40.625000,-0.301705
939,-6.250000,-0.283132
840,-6.250000,-0.047450
800,0.000000,-0.028045
890,0.000000,-0.033358
830,12.500000,-0.270338
816,-9.375000,-0.339426
910,0.000000,-0.169580
867,6.250000,-0.111359
938,-6.250000,-0.347722
881,0.000000,-0.315063
800,0.000000,-0.006839
948,-18.750000,-0.160551
916,-25.000000,-0.140222
849,0.000000,-0.123524
880,0.000000,-0.031145
837,12.500000,-0.060456
824,-3.125000,-0.434363
946,6.250000,-0.053635
898,12.500000,-0.069437
938,-12.500000,-0.032720
806,0.000000,-0.217795
856,0.000000,-0.034229
839,-9.375000,-0.166686
803,0.000000,-0.013103
828,0.000000,-0.035817
890,-3.125000,-0.055015
837,-3.125000,-0.219753
917,0.000000,0.018169
970,-6.250000,-0.054943
800,0.000000,-0.008843
867,-3.125000,-0.110352
811,0.000000,-0.012940
928,0.000000,-0.034754
972,-12.500000,-0.325933
993,6.250000,-0.189196
826,-25.000000,-0.198880
800,-6.250000,-0.574446
807,3.125000,-0.111201
800,0.000000,-0.093423
830,3.125000,-0.492398
808,0.000000,-0.009868
875,-28.125000,-0.316463
831,-53.125000,-0.638597
940,-3.125000,-0.023443
805,0.000000,-0.047705
941,0.000000,-0.023918
847,3.125000,-0.022985
804,-53.125000,-0.150501
844,-31.250000,-0.412142
821,0.000000,-0.042521
963,-9.375000,-0.198039
817,28.125000,-0.618428
865,-25.000000,-0.587434
955,-21.875000,-0.005826
987,3.125000,-0.041288
814,-9.375000,-0.823856
895,-12.500000,-0.036599
819,3.125000,-0.054785
819,-31.250000,-0.348154
917,0.000000,0.000222
978,-25.000000,-0.931280
826,0.000000,-0.235950
925,-3.125000,-0.299249
808,9.375000,-0.016832
815,-9.375000,-0.143323
998,3.125000,-0.013847
836,9.375000,-0.350262
954,6.250000,-0.246915
876,0.000000,-0.270164
859,6.250000,-0.305207
987,0.000000,-0.019546
825,0.000000,-0.044476
833,28.125000,-0.203757
838,-25.000000,-0.706279
933,0.000000,-0.120144
902,0.000000,-0.034924
885,-21.875000,-0.264352
819,-28.125000,-0.423535
824,0.000000,-0.097599
952,0.000000,-0.028278
801,18.750000,-0.076486
835,0.000000,-0.007534
858,0.000000,-0.014013
896,-6.250000,-0.392477
822,-25.000000,-0.411842
831,28.125000,-0.502395
841,0.000000,-0.098645
932,-12.500000,-0.061970
809,0.000000,-0.369176
820,-6.250000,-0.975421
843,0.000000,-0.011576
873,-21.875000,-1.201846
919,25.000000,-0.155999
954,-3.125000,-0.082749
800,0.000000,-0.045256
876,-9.375000,-0.235289
803,0.000000,-0.159532
972,3.125000,-0.088206
840,0.000000,-0.077254
980,3.125000,-0.055447
839,-6.250000,-0.083877
800,3.125000,-0.019646
824,0.000000,-0.024926
838,0.000000,-0.071399
972,-31.250000,-0.408827
858,0.000000,-0.007844
946,3.125000,-0.601157
854,-6.250000,-0.243809
941,-6.250000,-0.222948
928,0.000000,-0.127804
839,-34.375000,-0.427665
805,-25.000000,-0.596338
824,-15.625000,-0.059461
862,0.000000,-0.022198
889,-6.250000,-0.109306
801,0.000000,-0.007175
959,-3.125000,-0.495004
892,0.000000,-0.125274
813,0.000000,-0.041512
808,-25.000000,-0.178015
801,-12.500000,-0.143482
997,6.250000,-0.096300
831,0.000000,-0.077704
937,0.000000,0.003760
829,-28.125000,-0.500853
862,6.250000,-0.268208
836,-28.125000,-0.341846
834,0.000000,-0.059819
841,3.125000,0.015915
997,0.000000,-0.014120
956,-3.125000,-0.079953
882,-6.250000,-0.058833
984,-15.625000,-0.082270
956,9.375000,-0.502246
941,0.000000,-0.041314
939,-87.500000,-0.420648
802,-6.250000,-0.044208
880,-6.250000,-0.012844
809,0.000000,-0.000320
800,65.625000,-0.417421
813,0.000000,-0.418589
830,-37.500000,-0.254073
818,-56.250000,-0.384034
808,-31.250000,-0.811696
806,18.750000,-0.016767
831,-6.250000,-0.080601
881,-3.125000,-0.403652
905,-6.250000,-0.078188
805,6.250000,-0.018281
821,-3.125000,-0.249482
930,0.000000,-0.013725
912,6.250000,-0.612675
868,15.625000,-0.387602
831,0.000000,-0.061002
902,9.375000,-0.068918
823,-53.125000,-0.720283
981,0.000000,-0.661133
814,-3.125000,-0.054871
887,-6.250000,-0.060479
809,0.000000,-0.020954
1061,-12.500000,-0.218367
1025,3.125000,-0.032193
1010,-25.000000,-0.019250
1026,-3.125000,0.004553
1035,-3.125000,-0.089644
1033,0.000000,-0.076779
1138,18.750000,-0.214767
1011,-12.500000,-0.126274
1030,-37.500000,-0.677158
1103,0.000000,-0.192281
1007,25.000000,-0.040254
1018,0.000000,-0.022046
1053,9.375000,-0.199980
1032,0.000000,-0.173505
1055,-6.250000,-0.044158
1014,-3.125000,-0.148822
1058,0.000000,-0.022147
1106,-18.750000,-0.029615
1154,-15.625000,-0.151535
1036,-6.250000,-0.283348
1012,0.000000,-0.007841
1096,-9.375000,-0.249916
1026,0.000000,-0.009324
1009,0.000000,-0.098979
1142,-3.125000,-0.084024
1074,-15.625000,-0.118624
1051,-6.250000,-0.202217
1149,-34.375000,-0.267003
1133,12.500000,-0.141065
1022,0.000000,-0.044637
1042,-12.500000,-0.179736
1054,-25.000000,-0.334282
1112,-12.500000,-0.277374
1046,-18.750000,-0.427257
1020,-6.250000,-0.025154
1069,-3.125000,-0.058083
1010,0.000000,-0.041232
1077,0.000000,-0.352121
1040,0.000000,-0.047443
1020,0.000000,-0.019632
1075,-15.625000,-0.256870
1014,0.000000,-0.047550
1002,0.000000,-0.050998
1172,0.000000,-0.176821
1009,0.000000,-0.057656
1094,-6.250000,-0.058206
1070,-37.500000,-0.606268
1000,0.000000,-0.060279
1000,-6.250000,-0.015249
1004,6.250000,-0.009092
1084,-12.500000,-0.351061
1163,-25.000000,-0.152545
1016,0.000000,-0.052507
1124,0.000000,-0.140766
1094,-37.500000,-0.763665
1002,-6.250000,-0.462672
1183,-9.375000,-0.123385
1034,-18.750000,-0.345126
1101,0.000000,-0.380387
1019,0.000000,-0.069361
1062,-6.250000,-0.039697
1151,15.625000,-0.004902
1088,-37.500000,-0.381473
1124,-6.250000,-0.074211
1123,3.125000,-0.393606
1181,-34.375000,-0.338239
1009,6.250000,-0.039025
1000,0.000000,-0.064156
1040,0.000000,-0.051995
1010,0.000000,-0.031994
1031,0.000000,-0.002589
1004,0.000000,-0.025267
1085,-18.750000,-0.433958
1098,-6.250000,-0.157836
1000,0.000000,-0.021533
1013,0.000000,-0.172730
1024,-3.125000,-0.174399
1019,-3.125000,-0.041874
1011,6.250000,-0.136336
1032,-50.000000,-0.433694
1032,-12.500000,-0.077587
1027,-34.375000,-0.053180
1100,3.125000,-0.000505
1052,0.000000,-0.111346
1156,3.125000,-0.008087
1071,-34.375000,-0.210713
1024,3.125000,-0.105504
1001,0.000000,-0.071849
1004,-3.125000,-0.079274
1156,-43.750000,-0.195938
1000,-6.250000,-0.012353
1104,31.250000,-0.021034
1049,0.000000,-0.369033
1001,-12.500000,-0.076184
1103,0.000000,-0.021890
1033,6.250000,-0.414993
1053,0.000000,-0.056746
1027,-12.500000,-0.123682
1053,25.000000,-0.367698
1073,-3.125000,-0.241731
1018,9.375000,-0.495282
1029,0.000000,-0.029840
1101,-6.250000,-0.045353
1154,3.125000,-0.107341
1004,15.625000,-0.398390
1082,0.000000,-0.031437
1000,0.000000,-0.241991
1050,-6.250000,-0.179923
1089,-9.375000,-0.189511
1004,0.000000,-0.047403
1047,-3.125000,-0.001307
1087,0.000000,-0.035394
1099,0.000000,-0.242599
1008,0.000000,-0.024149
1018,15.625000,-0.081011
1123,-9.375000,-0.010072
1022,-12.500000,-0.213668
1000,-6.250000,-0.196044
1071,0.000000,-0.027342
1011,0.000000,-0.101974
1011,0.000000,-0.083677
1190,0.000000,-0.227969
1002,6.250000,-0.396025
1116,6.250000,-0.174643
1075,-12.500000,-0.404904
1157,6.250000,-0.050430
1113,-25.000000,-0.325670
1131,-28.125000,-0.252990
1000,0.000000,-0.022497
1000,0.000000,0.000241
1007,-3.125000,-0.157872
1053,0.000000,-0.022062
1083,0.000000,-0.108298
1017,-9.375000,-0.048130
1000,0.000000,-0.213064
1020,0.000000,-0.058181
1007,3.125000,-0.018144
1197,0.000000,-0.044928
1020,-46.875000,-0.229883
1000,-6.250000,-0.203500
1109,-6.250000,-0.059671
1004,0.000000,-0.030013
1013,12.500000,-0.093803
1049,0.000000,-0.023972
1144,-9.375000,-0.162853
1028,3.125000,-0.412801
1085,-9.375000,-0.089786
1028,-3.125000,-0.025686
1012,0.000000,-0.083237
1152,0.000000,-0.059901
1021,-3.125000,-0.004721
1016,6.250000,-0.045198
1046,-15.625000,-0.211114
1067,18.750000,-0.125408
1081,-15.625000,-0.204965
1014,-37.500000,-0.467399
1003,0.000000,-0.008206
1003,6.250000,-0.028437
1017,9.375000,0.009597
1026,-6.250000,-0.034242
1179,0.000000,-0.092654
1006,12.500000,-0.062204
1160,-6.250000,-0.317426
1013,0.000000,-0.106418
1080,-9.375000,-0.067522
1074,0.000000,-0.074951
