checkpoint,layer,head,adjacent4_mass,adjacent4_expected,adjacent4_enrichment,adjacent4_ci_low,adjacent4_ci_high,adjacent8_mass,adjacent8_expected,adjacent8_enrichment,adjacent8_ci_low,adjacent8_ci_high,top_spatial_key_adjacent4,top_spatial_key_adjacent8,mean_attended_manhattan_distance,self_mass,special_token_mass
iteration_540,2,4,0.06846462935209274,0.06781941838544213,1.0095136611609326,1.006808100311251,1.012319113265784,0.12707749009132385,0.12597105192119346,1.0087832732461628,1.0058045666170643,1.0117019133922802,0.07802688383045527,0.1437892464678179,4.647161652869833,0.020064769312739372,0.030819235369563103
iteration_540,2,5,0.060206636786460876,0.059032823770255344,1.0198840736599997,1.016520861455119,1.0234527401426219,0.11098353564739227,0.10954714213290936,1.0131121039446214,1.0096086254999272,1.0165519313903566,0.08361950549450549,0.15038755886970173,4.6669842575816105,0.01791529357433319,0.15423403680324554
iteration_540,2,6,0.06733261048793793,0.06383778257595209,1.0547454465202923,1.050048520033125,1.0593755655289554,0.12376827746629715,0.11855337084866797,1.0439878392347524,1.0397895643836792,1.0480084397627263,0.10623528257456828,0.17641287284144427,4.588029485166921,0.02033831551671028,0.08589602261781693
iteration_540,2,7,0.06076442450284958,0.062034551819406536,0.9795254857284289,0.9761667610181173,0.9828902234461262,0.11328355967998505,0.11522570081535935,0.9831448963067151,0.9800194461877806,0.9863890345744205,0.07228708791208792,0.13635694662480377,4.6974755655377525,0.017741063609719276,0.11403488367795944
iteration_880,0,0,0.050766151398420334,0.06192581691473506,0.8197897731138478,0.815727343403585,0.8240072197667458,0.09541158378124237,0.11509136098046767,0.829007346584726,0.8246984346561672,0.8332235736402126,0.044054160125588694,0.08124018838304553,4.980539411077893,0.014137296937406063,0.12040992826223373
iteration_880,0,1,0.035643741488456726,0.04152142631554724,0.858442126182701,0.8514621716743044,0.8651103279170507,0.06685230135917664,0.07713732452873398,0.8666660629935884,0.8585551988267224,0.8749712241085954,0.07721742543171115,0.14172880690737832,4.883539172300083,0.010233652777969837,0.4088764190673828
iteration_880,0,2,0.06857514381408691,0.04391478551398946,1.5615502389791172,1.5456468752040677,1.577312384920777,0.12183522433042526,0.08132079566782548,1.4982050203749948,1.4825554315911078,1.5140299853086978,0.1733958006279435,0.27869897959183676,3.941950994252084,0.019429655745625496,0.3618233799934387
iteration_880,0,3,0.05587939918041229,0.05376311639304497,1.0393630974048427,1.0367351237197577,1.0419587018018086,0.10402633249759674,0.09988091080079255,1.041503643324519,1.038907988996047,1.0439931738252408,0.09274430926216641,0.17212029042386184,4.604535129010061,0.01653326116502285,0.23127032816410065
iteration_880,0,4,0.07558272033929825,0.039654091829959,1.906050973589436,1.8936724582421816,1.9193206412165063,0.13166330754756927,0.0737845511652113,1.7844291991796684,1.7744031384001318,1.7954772295024184,0.34836145996860285,0.5078983516483516,3.9265575116709073,0.020921889692544937,0.42617616057395935
iteration_880,0,5,0.06754586100578308,0.060992663965102625,1.1074423810120821,1.1036339457598512,1.1113769573639765,0.12735022604465485,0.11331246600426395,1.1238853988038937,1.1199131265744668,1.1276785139107361,0.09958791208791208,0.21440835949764522,4.463065469877861,0.01962248794734478,0.12712611258029938
