timestamp,gpu_util_pct,memory_util_pct,memory_used_mib,memory_total_mib,power_w,sm_clock_mhz
2026/08/01 23:16:29.306, 0, 0, 61473, 81559, 116.92, 1980
2026/08/01 23:16:30.306, 0, 0, 61473, 81559, 116.89, 1980
2026/08/01 23:16:31.307, 1, 0, 61473, 81559, 117.08, 1980
2026/08/01 23:16:32.307, 0, 0, 61475, 81559, 118.53, 1980
2026/08/01 23:16:33.311, 0, 0, 61475, 81559, 116.84, 1980
2026/08/01 23:16:34.311, 0, 0, 61475, 81559, 116.72, 1980
2026/08/01 23:16:35.311, 0, 0, 61475, 81559, 116.79, 1980
2026/08/01 23:16:36.312, 0, 0, 61475, 81559, 118.96, 1980
2026/08/01 23:16:37.395, 4, 1, 61475, 81559, 129.83, 1980
2026/08/01 23:16:38.395, 1, 0, 61475, 81559, 135.80, 1980
2026/08/01 23:16:39.395, 3, 1, 61477, 81559, 122.92, 1980
2026/08/01 23:16:40.396, 1, 0, 61477, 81559, 117.23, 1980
2026/08/01 23:16:41.396, 0, 0, 61477, 81559, 117.85, 1980
2026/08/01 23:16:42.397, 0, 0, 61477, 81559, 116.97, 1980
2026/08/01 23:16:43.397, 0, 0, 61477, 81559, 118.47, 1980
2026/08/01 23:16:44.397, 1, 0, 61477, 81559, 122.25, 1980
2026/08/01 23:16:45.398, 2, 1, 61477, 81559, 122.79, 1980
2026/08/01 23:16:46.398, 1, 0, 61477, 81559, 117.64, 1980
2026/08/01 23:16:47.399, 5, 1, 61477, 81559, 122.30, 1980
2026/08/01 23:16:48.399, 16, 1, 61479, 81559, 130.13, 1980
2026/08/01 23:16:49.399, 60, 49, 61479, 81559, 185.86, 1980
2026/08/01 23:16:50.400, 25, 5, 61479, 81559, 420.34, 1980
2026/08/01 23:16:51.400, 59, 53, 61479, 81559, 346.16, 1980
2026/08/01 23:16:52.400, 84, 2, 61481, 81559, 309.32, 1980
2026/08/01 23:16:53.401, 22, 3, 61481, 81559, 184.05, 1980
2026/08/01 23:16:54.401, 0, 0, 61483, 81559, 139.24, 1980
2026/08/01 23:16:55.401, 0, 0, 61483, 81559, 117.11, 1980
2026/08/01 23:16:56.402, 0, 0, 61483, 81559, 117.03, 1980
2026/08/01 23:16:57.402, 0, 0, 61483, 81559, 116.92, 1980
2026/08/01 23:16:58.402, 0, 0, 61483, 81559, 116.89, 1980
2026/08/01 23:16:59.403, 100, 83, 61489, 81559, 341.09, 1980
2026/08/01 23:17:00.403, 100, 83, 61489, 81559, 619.27, 1980
2026/08/01 23:17:01.403, 100, 83, 61489, 81559, 623.19, 1980
2026/08/01 23:17:02.404, 100, 84, 61489, 81559, 621.63, 1980
2026/08/01 23:17:03.404, 0, 0, 61489, 81559, 144.95, 1980
2026/08/01 23:17:04.404, 100, 64, 61493, 81559, 248.84, 1980
2026/08/01 23:17:05.405, 100, 64, 61493, 81559, 555.67, 1980
2026/08/01 23:17:06.405, 100, 64, 61493, 81559, 564.41, 1980
2026/08/01 23:17:07.405, 100, 64, 61493, 81559, 571.29, 1980
2026/08/01 23:17:08.406, 100, 63, 61493, 81559, 558.18, 1980
2026/08/01 23:17:09.406, 91, 60, 61493, 81559, 492.42, 1980
2026/08/01 23:17:10.406, 0, 0, 61493, 81559, 119.81, 1980
2026/08/01 23:17:11.407, 0, 0, 61493, 81559, 119.19, 1980
2026/08/01 23:17:12.407, 100, 84, 61499, 81559, 308.93, 1980
2026/08/01 23:17:13.407, 100, 83, 61499, 81559, 624.71, 1980
2026/08/01 23:17:14.408, 100, 83, 61499, 81559, 626.31, 1980
2026/08/01 23:17:15.408, 100, 84, 61499, 81559, 631.22, 1980
2026/08/01 23:17:16.408, 100, 64, 61499, 81559, 431.51, 1980
2026/08/01 23:17:17.409, 100, 64, 61499, 81559, 574.92, 1980
2026/08/01 23:17:18.409, 100, 64, 61499, 81559, 567.34, 1980
2026/08/01 23:17:19.409, 100, 64, 61499, 81559, 568.00, 1980
2026/08/01 23:17:20.409, 100, 64, 61499, 81559, 571.22, 1980
2026/08/01 23:17:21.410, 100, 83, 61503, 81559, 590.58, 1980
2026/08/01 23:17:22.410, 100, 84, 61503, 81559, 634.44, 1980
2026/08/01 23:17:23.410, 100, 83, 61503, 81559, 633.59, 1980
2026/08/01 23:17:24.411, 100, 83, 61503, 81559, 636.97, 1980
2026/08/01 23:17:25.411, 100, 64, 61503, 81559, 570.65, 1980
2026/08/01 23:17:26.412, 100, 64, 61503, 81559, 580.03, 1980
2026/08/01 23:17:27.412, 100, 64, 61503, 81559, 569.17, 1980
2026/08/01 23:17:28.412, 100, 64, 61503, 81559, 570.47, 1980
2026/08/01 23:17:29.412, 100, 64, 61503, 81559, 575.59, 1980
2026/08/01 23:17:30.413, 100, 83, 61503, 81559, 617.93, 1980
2026/08/01 23:17:31.413, 100, 84, 61503, 81559, 638.48, 1980
2026/08/01 23:17:32.413, 100, 83, 61503, 81559, 640.69, 1980
2026/08/01 23:17:33.413, 100, 64, 61503, 81559, 614.90, 1980
2026/08/01 23:17:34.413, 100, 64, 61503, 81559, 575.25, 1980
2026/08/01 23:17:35.414, 100, 64, 61503, 81559, 579.28, 1980
2026/08/01 23:17:36.414, 100, 64, 61503, 81559, 580.47, 1980
2026/08/01 23:17:37.414, 100, 64, 61503, 81559, 582.61, 1980
2026/08/01 23:17:38.414, 96, 70, 61503, 81559, 578.90, 1980
2026/08/01 23:17:39.415, 100, 83, 61503, 81559, 641.57, 1980
2026/08/01 23:17:40.415, 100, 84, 61503, 81559, 640.82, 1980
2026/08/01 23:17:41.415, 100, 83, 61503, 81559, 642.34, 1980
2026/08/01 23:17:42.416, 100, 64, 61503, 81559, 592.13, 1980
2026/08/01 23:17:43.416, 100, 63, 61503, 81559, 572.98, 1980
2026/08/01 23:17:44.416, 100, 64, 61503, 81559, 577.74, 1980
2026/08/01 23:17:45.417, 100, 64, 61503, 81559, 587.01, 1980
2026/08/01 23:17:46.417, 100, 63, 61503, 81559, 579.60, 1980
2026/08/01 23:17:47.417, 100, 84, 61503, 81559, 613.84, 1980
2026/08/01 23:17:48.417, 100, 83, 61503, 81559, 643.77, 1980
2026/08/01 23:17:49.418, 100, 83, 61503, 81559, 644.19, 1980
2026/08/01 23:17:50.418, 100, 84, 61503, 81559, 629.70, 1980
2026/08/01 23:17:51.418, 100, 64, 61503, 81559, 578.28, 1980
2026/08/01 23:17:52.419, 100, 64, 61503, 81559, 578.16, 1980
2026/08/01 23:17:53.419, 100, 64, 61503, 81559, 578.79, 1980
2026/08/01 23:17:54.419, 100, 64, 61503, 81559, 581.42, 1980
2026/08/01 23:17:55.419, 100, 64, 61503, 81559, 580.41, 1980
2026/08/01 23:17:56.420, 100, 84, 61503, 81559, 635.20, 1980
2026/08/01 23:17:57.420, 100, 83, 61503, 81559, 645.40, 1980
2026/08/01 23:17:58.421, 100, 83, 61503, 81559, 644.54, 1980
2026/08/01 23:17:59.421, 100, 64, 61503, 81559, 611.67, 1980
2026/08/01 23:18:00.421, 100, 64, 61503, 81559, 582.46, 1980
2026/08/01 23:18:01.422, 100, 63, 61503, 81559, 583.12, 1980
2026/08/01 23:18:02.422, 100, 63, 61503, 81559, 579.92, 1980
2026/08/01 23:18:03.422, 100, 64, 61503, 81559, 581.67, 1980
2026/08/01 23:18:04.422, 100, 83, 61503, 81559, 599.11, 1980
2026/08/01 23:18:05.423, 100, 83, 61503, 81559, 642.68, 1980
2026/08/01 23:18:06.423, 100, 84, 61503, 81559, 645.04, 1980
2026/08/01 23:18:07.423, 100, 83, 61503, 81559, 643.47, 1980
2026/08/01 23:18:08.423, 100, 64, 61503, 81559, 580.35, 1980
2026/08/01 23:18:09.424, 100, 64, 61503, 81559, 584.61, 1980
2026/08/01 23:18:10.424, 100, 64, 61503, 81559, 581.68, 1980
2026/08/01 23:18:11.424, 100, 63, 61503, 81559, 578.38, 1980
2026/08/01 23:18:12.424, 100, 64, 61503, 81559, 577.09, 1980
2026/08/01 23:18:13.425, 100, 83, 61503, 81559, 625.34, 1980
2026/08/01 23:18:14.425, 100, 84, 61503, 81559, 643.21, 1980
2026/08/01 23:18:15.425, 100, 84, 61503, 81559, 640.56, 1980
2026/08/01 23:18:16.426, 100, 64, 61503, 81559, 618.22, 1980
2026/08/01 23:18:17.426, 100, 64, 61503, 81559, 583.26, 1980
2026/08/01 23:18:18.426, 100, 63, 61503, 81559, 575.03, 1980
2026/08/01 23:18:19.427, 100, 64, 61503, 81559, 579.15, 1980
2026/08/01 23:18:20.427, 100, 64, 61503, 81559, 584.49, 1980
2026/08/01 23:18:21.427, 91, 67, 61503, 81559, 589.68, 1980
2026/08/01 23:18:22.428, 100, 83, 61503, 81559, 645.51, 1980
2026/08/01 23:18:23.428, 100, 85, 61503, 81559, 642.11, 1980
2026/08/01 23:18:24.429, 100, 83, 61503, 81559, 640.60, 1980
2026/08/01 23:18:25.429, 100, 64, 61503, 81559, 597.66, 1980
2026/08/01 23:18:26.430, 100, 64, 61503, 81559, 577.95, 1980
2026/08/01 23:18:27.430, 100, 64, 61503, 81559, 584.94, 1980
2026/08/01 23:18:28.430, 100, 64, 61503, 81559, 584.69, 1980
2026/08/01 23:18:29.431, 100, 63, 61503, 81559, 575.56, 1980
2026/08/01 23:18:30.431, 100, 83, 61503, 81559, 611.38, 1980
2026/08/01 23:18:31.431, 100, 85, 61503, 81559, 643.55, 1980
2026/08/01 23:18:32.432, 100, 83, 61503, 81559, 644.20, 1980
2026/08/01 23:18:33.432, 100, 83, 61503, 81559, 634.76, 1980
2026/08/01 23:18:34.432, 100, 64, 61503, 81559, 580.00, 1980
2026/08/01 23:18:35.433, 100, 63, 61503, 81559, 575.25, 1980
2026/08/01 23:18:36.433, 100, 64, 61503, 81559, 582.01, 1980
2026/08/01 23:18:37.433, 100, 64, 61503, 81559, 588.05, 1980
2026/08/01 23:18:38.433, 100, 64, 61503, 81559, 577.92, 1980
2026/08/01 23:18:39.434, 100, 83, 61503, 81559, 630.95, 1980
2026/08/01 23:18:40.434, 100, 85, 61503, 81559, 644.86, 1980
2026/08/01 23:18:41.434, 100, 83, 61503, 81559, 642.34, 1980
2026/08/01 23:18:42.434, 100, 64, 61503, 81559, 602.27, 1980
2026/08/01 23:18:43.435, 100, 64, 61503, 81559, 583.67, 1980
2026/08/01 23:18:44.435, 100, 64, 61503, 81559, 583.25, 1980
2026/08/01 23:18:45.435, 100, 64, 61503, 81559, 584.05, 1980
2026/08/01 23:18:46.436, 100, 64, 61503, 81559, 579.70, 1980
2026/08/01 23:18:47.436, 100, 83, 61503, 81559, 589.98, 1980
2026/08/01 23:18:48.436, 100, 83, 61503, 81559, 641.06, 1980
2026/08/01 23:18:49.436, 100, 84, 61503, 81559, 642.19, 1980
2026/08/01 23:18:50.437, 100, 84, 61503, 81559, 642.95, 1980
2026/08/01 23:18:51.437, 100, 64, 61503, 81559, 580.64, 1980
2026/08/01 23:18:52.437, 100, 64, 61503, 81559, 587.79, 1980
2026/08/01 23:18:53.438, 100, 63, 61503, 81559, 573.59, 1980
2026/08/01 23:18:54.438, 100, 64, 61503, 81559, 579.54, 1980
2026/08/01 23:18:55.438, 100, 64, 61503, 81559, 585.16, 1980
2026/08/01 23:18:56.439, 100, 83, 61503, 81559, 612.68, 1980
2026/08/01 23:18:57.439, 100, 83, 61503, 81559, 645.96, 1980
2026/08/01 23:18:58.440, 100, 83, 61503, 81559, 645.53, 1980
2026/08/01 23:18:59.440, 92, 67, 61503, 81559, 625.94, 1980
2026/08/01 23:19:00.440, 100, 64, 61503, 81559, 585.81, 1980
2026/08/01 23:19:01.441, 100, 64, 61503, 81559, 581.85, 1980
2026/08/01 23:19:02.441, 100, 63, 61503, 81559, 575.78, 1980
2026/08/01 23:19:03.441, 100, 64, 61503, 81559, 586.60, 1980
2026/08/01 23:19:04.442, 100, 64, 61503, 81559, 564.40, 1980
2026/08/01 23:19:05.442, 100, 83, 61503, 81559, 637.39, 1980
2026/08/01 23:19:06.442, 100, 83, 61503, 81559, 642.21, 1980
2026/08/01 23:19:07.443, 100, 84, 61503, 81559, 642.14, 1980
2026/08/01 23:19:08.443, 100, 64, 61503, 81559, 603.64, 1980
2026/08/01 23:19:09.443, 100, 64, 61503, 81559, 585.81, 1980
2026/08/01 23:19:10.444, 100, 63, 61503, 81559, 578.65, 1980
2026/08/01 23:19:11.447, 100, 64, 61503, 81559, 577.55, 1980
2026/08/01 23:19:12.448, 100, 64, 61503, 81559, 582.21, 1980
2026/08/01 23:19:13.448, 100, 83, 61503, 81559, 602.37, 1980
2026/08/01 23:19:14.448, 100, 83, 61503, 81559, 644.88, 1980
2026/08/01 23:19:15.449, 100, 83, 61503, 81559, 644.28, 1980
2026/08/01 23:19:16.449, 100, 84, 61503, 81559, 642.38, 1980
2026/08/01 23:19:17.450, 100, 64, 61503, 81559, 573.19, 1980
2026/08/01 23:19:18.450, 100, 64, 61503, 81559, 580.71, 1980
2026/08/01 23:19:19.450, 100, 64, 61503, 81559, 581.94, 1980
2026/08/01 23:19:20.450, 100, 64, 61503, 81559, 582.71, 1980
2026/08/01 23:19:21.451, 100, 64, 61503, 81559, 584.79, 1980
2026/08/01 23:19:22.451, 100, 83, 61503, 81559, 618.50, 1980
2026/08/01 23:19:23.452, 100, 83, 61503, 81559, 645.00, 1980
2026/08/01 23:19:24.452, 100, 83, 61503, 81559, 643.75, 1980
2026/08/01 23:19:25.452, 100, 64, 61503, 81559, 615.98, 1980
2026/08/01 23:19:26.453, 100, 64, 61503, 81559, 581.71, 1980
2026/08/01 23:19:27.453, 100, 64, 61503, 81559, 586.28, 1980
2026/08/01 23:19:28.453, 100, 64, 61503, 81559, 582.61, 1980
2026/08/01 23:19:29.454, 100, 63, 61503, 81559, 577.21, 1980
2026/08/01 23:19:30.454, 94, 67, 61503, 81559, 586.12, 1980
2026/08/01 23:19:31.454, 100, 83, 61503, 81559, 640.06, 1980
