experiment,a,b,wins,losses,draws,games,score,score_ci95_low,score_ci95_high,paired_score_std,evaluation_seconds,behavior_a_actions,behavior_a_attack_moves,behavior_a_build_opportunity_steps,behavior_a_builds,behavior_a_completed_games,behavior_a_dithers,behavior_a_expansion_moves,behavior_a_game_length_sum,behavior_a_games_with_build,behavior_a_games_with_build_opportunity,behavior_a_games_with_successful_build,behavior_a_half_moves,behavior_a_moves,behavior_a_moves_after_move,behavior_a_passes,behavior_a_reinforce_moves,behavior_a_successful_builds,behavior_a_terminal_army_margin_sum,behavior_a_terminal_land_margin_sum,behavior_b_actions,behavior_b_attack_moves,behavior_b_build_opportunity_steps,behavior_b_builds,behavior_b_completed_games,behavior_b_dithers,behavior_b_expansion_moves,behavior_b_game_length_sum,behavior_b_games_with_build,behavior_b_games_with_build_opportunity,behavior_b_games_with_successful_build,behavior_b_half_moves,behavior_b_moves,behavior_b_moves_after_move,behavior_b_passes,behavior_b_reinforce_moves,behavior_b_successful_builds,behavior_b_terminal_army_margin_sum,behavior_b_terminal_land_margin_sum
20k_followup,c20000_ema,c20000_raw,494.0,517.0,13.0,1024.0,0.48876953125,0.46018701484630736,0.5173520476536926,0.32997373342737624,55.84086262062192,554613.0,94433.0,171841.0,4257.0,1024.0,4024.0,79851.0,554613.0,886.0,1013.0,886.0,17464.0,525239.0,519574.0,25117.0,350955.0,4257.0,2496.0,-3094.0,554613.0,93951.0,174481.0,4332.0,1024.0,4770.0,78292.0,554613.0,896.0,1015.0,896.0,14582.0,525242.0,519567.0,25039.0,352999.0,4332.0,-2496.0,3094.0
20k_followup,c20000_ema,c19000_ema,550.0,462.0,12.0,1024.0,0.54296875,0.5145000870336491,0.5714374129663509,0.3286593409766704,53.396187983453274,580660.0,102079.0,183970.0,4594.0,1024.0,4243.0,80102.0,580660.0,919.0,1015.0,919.0,17608.0,550917.0,544880.0,25149.0,368736.0,4594.0,77252.0,15785.0,580660.0,101021.0,181765.0,4512.0,1024.0,4467.0,80555.0,580660.0,921.0,1018.0,921.0,17397.0,550926.0,544970.0,25222.0,369350.0,4512.0,-77252.0,-15785.0
