iteration,policy,name,macro_score
14000,ema,c14000_ema,0.48930220170454547
14000,raw,c14000_raw,0.4407404119318182
15000,ema,c15000_ema,0.5115855823863636
15000,raw,c15000_raw,0.47611860795454547
16000,ema,c16000_ema,0.52734375
16000,raw,c16000_raw,0.462890625
17000,ema,c17000_ema,0.5359996448863636
17000,raw,c17000_raw,0.4716796875
18000,ema,c18000_ema,0.5507368607954546
18000,raw,c18000_raw,0.46630859375
19000,ema,c19000_ema,0.5613014914772727
19000,raw,c19000_raw,0.5059925426136364
