experiment,a,b,wins,losses,draws,games,score,score_ci95_low,score_ci95_high,paired_score_std,evaluation_seconds,behavior_a_actions,behavior_a_attack_moves,behavior_a_build_opportunity_steps,behavior_a_builds,behavior_a_completed_games,behavior_a_dithers,behavior_a_expansion_moves,behavior_a_game_length_sum,behavior_a_games_with_build,behavior_a_games_with_build_opportunity,behavior_a_games_with_successful_build,behavior_a_half_moves,behavior_a_moves,behavior_a_moves_after_move,behavior_a_passes,behavior_a_reinforce_moves,behavior_a_successful_builds,behavior_a_terminal_army_margin_sum,behavior_a_terminal_land_margin_sum,behavior_b_actions,behavior_b_attack_moves,behavior_b_build_opportunity_steps,behavior_b_builds,behavior_b_completed_games,behavior_b_dithers,behavior_b_expansion_moves,behavior_b_game_length_sum,behavior_b_games_with_build,behavior_b_games_with_build_opportunity,behavior_b_games_with_successful_build,behavior_b_half_moves,behavior_b_moves,behavior_b_moves_after_move,behavior_b_passes,behavior_b_reinforce_moves,behavior_b_successful_builds,behavior_b_terminal_army_margin_sum,behavior_b_terminal_land_margin_sum
14k_19k_league,c15000_ema,c17000_ema,478.0,528.0,18.0,1024.0,0.4755859375,0.44849811235113146,0.5026737626488685,0.31271812000588517,53.548564886674285,546067.0,94153.0,165710.0,4023.0,1024.0,3990.0,78218.0,546067.0,898.0,1018.0,898.0,16420.0,516997.0,511604.0,25047.0,344626.0,4023.0,-29450.0,-7650.0,546067.0,94340.0,168196.0,4184.0,1024.0,4271.0,78635.0,546067.0,907.0,1018.0,907.0,17459.0,516816.0,511266.0,25067.0,343841.0,4184.0,29450.0,7650.0
14k_19k_league,c15000_ema,c18000_raw,532.0,480.0,12.0,1024.0,0.525390625,0.4974112674082687,0.5533699825917313,0.32301050589969804,53.53615377098322,574573.0,100113.0,180878.0,4252.0,1024.0,5039.0,79618.0,574573.0,898.0,1017.0,898.0,17287.0,545294.0,539690.0,25027.0,365563.0,4252.0,-2386.0,7221.0,574573.0,99414.0,177158.0,4394.0,1024.0,5574.0,80189.0,574573.0,911.0,1020.0,911.0,15547.0,544777.0,538874.0,25402.0,365174.0,4394.0,2386.0,-7221.0
14k_19k_league,c15000_ema,c18000_ema,482.0,526.0,16.0,1024.0,0.478515625,0.44935805781939847,0.5076731921806016,0.3366124649192762,53.53793814405799,562076.0,96871.0,172954.0,4013.0,1024.0,4447.0,78679.0,562076.0,908.0,1019.0,908.0,16655.0,533004.0,527613.0,25059.0,357454.0,4013.0,-54824.0,-7309.0,562076.0,97222.0,173092.0,4132.0,1024.0,4455.0,80101.0,562076.0,912.0,1020.0,912.0,17212.0,532840.0,527312.0,25104.0,355517.0,4132.0,54824.0,7309.0
14k_19k_league,c15000_ema,c19000_raw,513.0,503.0,8.0,1024.0,0.5048828125,0.47592087983813897,0.5338447451618611,0.3343539425546139,53.514854446053505,587799.0,101544.0,191734.0,4314.0,1024.0,4824.0,80208.0,587799.0,933.0,1019.0,933.0,16902.0,558343.0,552609.0,25142.0,376591.0,4314.0,-49530.0,-900.0,587799.0,100314.0,192477.0,4475.0,1024.0,4454.0,81612.0,587799.0,933.0,1018.0,933.0,21797.0,557983.0,551959.0,25341.0,376057.0,4475.0,49530.0,900.0
14k_19k_league,c15000_ema,c19000_ema,465.0,548.0,11.0,1024.0,0.45947265625,0.43048321976450193,0.48846209273549807,0.3346714632109779,53.46187338232994,560135.0,96644.0,171119.0,4179.0,1024.0,4574.0,78977.0,560135.0,902.0,1021.0,902.0,16785.0,530921.0,525376.0,25035.0,355300.0,4179.0,-62391.0,-12964.0,560135.0,97171.0,171522.0,4265.0,1024.0,4366.0,79750.0,560135.0,918.0,1022.0,918.0,17177.0,530676.0,524957.0,25194.0,353755.0,4265.0,62391.0,12964.0
14k_19k_league,c16000_raw,c16000_ema,433.0,568.0,23.0,1024.0,0.43408203125,0.40541252713288295,0.46275153536711705,0.3309779718280672,53.48617068864405,545037.0,90972.0,170431.0,4150.0,1024.0,5521.0,77328.0,545037.0,878.0,1021.0,878.0,16811.0,515789.0,510236.0,25098.0,347489.0,4150.0,-108815.0,-20548.0,545037.0,94541.0,173388.0,4059.0,1024.0,4167.0,78252.0,545037.0,877.0,1017.0,877.0,17121.0,515890.0,510443.0,25088.0,343097.0,4059.0,108815.0,20548.0
14k_19k_league,c16000_raw,c17000_raw,477.0,521.0,26.0,1024.0,0.478515625,0.45012196207927324,0.5069092879207268,0.3277934954117702,53.531335612758994,540939.0,91675.0,165883.0,4189.0,1024.0,5597.0,76640.0,540939.0,854.0,1019.0,854.0,16633.0,511707.0,506141.0,25043.0,343392.0,4189.0,-28454.0,-6063.0,540939.0,93790.0,169380.0,4023.0,1024.0,4614.0,78922.0,540939.0,871.0,1020.0,871.0,21239.0,511938.0,506579.0,24978.0,339226.0,4023.0,28454.0,6063.0
14k_19k_league,c16000_raw,c17000_ema,428.0,570.0,26.0,1024.0,0.4306640625,0.4028505349133414,0.4584775900866586,0.3210960647387006,53.55091808363795,542351.0,90561.0,161285.0,4146.0,1024.0,6024.0,76512.0,542351.0,888.0,1021.0,888.0,17451.0,513110.0,507570.0,25095.0,346037.0,4146.0,-104250.0,-22771.0,542351.0,93231.0,170241.0,4071.0,1024.0,4048.0,78416.0,542351.0,885.0,1021.0,885.0,16621.0,513238.0,507827.0,25042.0,341591.0,4071.0,104250.0,22771.0
14k_19k_league,c16000_raw,c18000_raw,503.0,491.0,30.0,1024.0,0.505859375,0.4766782584484186,0.5350404915515814,0.3368843329994813,53.562110556289554,574798.0,97490.0,184287.0,4384.0,1024.0,8117.0,77178.0,574798.0,885.0,1019.0,884.0,17619.0,545410.0,539664.0,25004.0,370742.0,4383.0,-30993.0,2473.0,574798.0,100413.0,184620.0,4226.0,1024.0,6486.0,79499.0,574798.0,898.0,1019.0,898.0,15005.0,545112.0,539376.0,25460.0,365200.0,4226.0,30993.0,-2473.0
14k_19k_league,c16000_raw,c18000_ema,418.0,586.0,20.0,1024.0,0.41796875,0.3893077024773288,0.4466297975226712,0.33088034382352177,53.5276439525187,544216.0,90031.0,164417.0,4199.0,1024.0,5653.0,76809.0,544216.0,885.0,1021.0,885.0,16789.0,514965.0,509396.0,25052.0,348125.0,4199.0,-113522.0,-24510.0,544216.0,94219.0,172050.0,4098.0,1024.0,3649.0,78951.0,544216.0,890.0,1018.0,890.0,16162.0,514963.0,509450.0,25155.0,341793.0,4098.0,113522.0,24510.0
14k_19k_league,c16000_raw,c19000_raw,468.0,536.0,20.0,1024.0,0.466796875,0.43874804244946386,0.49484570755053614,0.3238125665444913,53.537902100011706,582931.0,97274.0,188563.0,4464.0,1024.0,6750.0,78379.0,582931.0,915.0,1021.0,915.0,17450.0,553438.0,547598.0,25029.0,377785.0,4464.0,-88381.0,-12514.0,582931.0,99197.0,194721.0,4465.0,1024.0,4460.0,81307.0,582931.0,925.0,1019.0,925.0,21693.0,553184.0,547174.0,25282.0,372680.0,4465.0,88381.0,12514.0
14k_19k_league,c16000_raw,c19000_ema,425.0,582.0,17.0,1024.0,0.42333984375,0.3951950306638262,0.4514846568361738,0.32492062348508327,53.536434940993786,550647.0,91299.0,166010.0,4275.0,1024.0,4830.0,77201.0,550647.0,899.0,1018.0,899.0,16761.0,521317.0,515662.0,25055.0,352817.0,4275.0,-142682.0,-25655.0,550647.0,95537.0,173576.0,4168.0,1024.0,3551.0,79757.0,550647.0,903.0,1018.0,903.0,16561.0,521357.0,515765.0,25122.0,346063.0,4168.0,142682.0,25655.0
14k_19k_league,c16000_ema,c17000_raw,552.0,454.0,18.0,1024.0,0.5478515625,0.5204256088218646,0.5752775161781354,0.3166216787970236,53.54543673619628,556404.0,96400.0,168413.0,4088.0,1024.0,4667.0,78552.0,556404.0,896.0,1022.0,896.0,16893.0,527248.0,521798.0,25068.0,352296.0,4088.0,74505.0,15607.0,556404.0,95845.0,165656.0,4101.0,1024.0,4782.0,78939.0,556404.0,892.0,1021.0,892.0,21891.0,527269.0,521820.0,25034.0,352485.0,4101.0,-74505.0,-15607.0
14k_19k_league,c16000_ema,c17000_ema,492.0,504.0,28.0,1024.0,0.494140625,0.4658519933697412,0.5224292566302589,0.3265809511223553,53.54781584814191,562115.0,96130.0,172159.0,4092.0,1024.0,4585.0,78725.0,562115.0,900.0,1015.0,899.0,17162.0,532932.0,527452.0,25091.0,358077.0,4090.0,-4247.0,-1238.0,562115.0,96764.0,170025.0,4188.0,1024.0,4384.0,78509.0,562115.0,910.0,1016.0,910.0,17041.0,532820.0,527258.0,25107.0,357547.0,4188.0,4247.0,1238.0
14k_19k_league,c16000_ema,c18000_raw,556.0,457.0,11.0,1024.0,0.54833984375,0.520146258296782,0.576533429203218,0.3254836809784965,53.54348210990429,569913.0,98168.0,177276.0,4354.0,1024.0,5516.0,79632.0,569913.0,905.0,1019.0,905.0,18151.0,540538.0,534840.0,25021.0,362738.0,4354.0,16828.0,14146.0,569913.0,97555.0,169513.0,4463.0,1024.0,5307.0,79838.0,569913.0,916.0,1018.0,916.0,15325.0,540014.0,534039.0,25436.0,362621.0,4463.0,-16828.0,-14146.0
14k_19k_league,c16000_ema,c18000_ema,492.0,518.0,14.0,1024.0,0.4873046875,0.4576416641963146,0.5169677108036854,0.34244775393519294,53.55135755799711,562932.0,97347.0,171957.0,4149.0,1024.0,4558.0,78603.0,562932.0,893.0,1016.0,893.0,17437.0,533671.0,528128.0,25112.0,357721.0,4149.0,5870.0,-3785.0,562932.0,97707.0,170398.0,4168.0,1024.0,4496.0,79420.0,562932.0,901.0,1015.0,901.0,17102.0,533575.0,527976.0,25189.0,356448.0,4167.0,-5870.0,3785.0
