row_policy,c14000_t0.25,c14000_t0.3,c14000_t0.35,c14000_t0.4,c14000_t0.45,c14000_t0.5
c14000_t0.25,0.5,0.51025390625,0.51318359375,0.5185546875,0.52099609375,0.51806640625
c14000_t0.3,0.48974609375,0.5,0.51171875,0.498046875,0.52197265625,0.5166015625
c14000_t0.35,0.48681640625,0.48828125,0.5,0.50439453125,0.51220703125,0.509765625
c14000_t0.4,0.4814453125,0.501953125,0.49560546875,0.5,0.49755859375,0.49658203125
c14000_t0.45,0.47900390625,0.47802734375,0.48779296875,0.50244140625,0.5,0.51416015625
c14000_t0.5,0.48193359375,0.4833984375,0.490234375,0.50341796875,0.48583984375,0.5
