temperature,label,logit_strength_vs_greedy,logit_standard_error,modeled_score_vs_greedy,modeled_score_vs_greedy_ci95_low,modeled_score_vs_greedy_ci95_high
0.05,T=0.05,0.030570852790072274,0.029335498432954243,0.5076421180277845,0.49326872566880364,0.5220028879791601
0.15,T=0.15,0.02377951771126078,0.029461276127744424,0.505944599308322,0.4915096703082219,0.5203696244323551
0.0,greedy,0.0,0.0,0.5,0.5,0.5
0.25,T=0.25,-0.030409139648847165,0.023558477146622982,0.49239830086301883,0.48086341349248213,0.5039412872559872
0.2,T=0.2,-0.03456820546412992,0.029566829215339006,0.4913588091072165,0.47688668707940923,0.5058454286174302
0.1,T=0.1,-0.036871513282235056,0.02363822129577364,0.49078316585280624,0.4792113845428225,0.5023648324805784
0.5,T=0.5,-0.044971049801395206,0.03181581858544976,0.48875913194237824,0.4731932154369065,0.5043468791371036
1.0,T=1,-0.16138866563902654,0.032591863745667485,0.45974018062863464,0.443919773928703,0.47564214316692077
