completed_opponents,draws,games,losses,macro_score,micro_score,name,wins
4,73.0,4096.0,1918.0,0.5228271484375,0.5228271484375,c26000_ema_greedy,2105.0
4,92.0,4096.0,1984.0,0.50439453125,0.50439453125,c26000_ema_t0.1,2020.0
4,74.0,4096.0,1998.0,0.503173828125,0.503173828125,c26000_ema_t0.25,2024.0
4,78.0,4096.0,1997.0,0.5029296875,0.5029296875,c26000_ema_t0.5,2021.0
4,69.0,4096.0,2150.0,0.4666748046875,0.4666748046875,c26000_ema_t1,1877.0
