completed_opponents,draws,games,losses,macro_score,micro_score,name,wins
5,102.0,5120.0,2451.0,0.511328125,0.511328125,c26000_ema_t0.05,2567.0
5,84.0,5120.0,2468.0,0.509765625,0.509765625,c26000_ema_t0.15,2568.0
5,84.0,5120.0,2530.0,0.49765625,0.49765625,c26000_ema_greedy,2506.0
5,103.0,5120.0,2526.0,0.49658203125,0.49658203125,c26000_ema_t0.25,2491.0
5,104.0,5120.0,2545.0,0.4927734375,0.4927734375,c26000_ema_t0.1,2471.0
5,101.0,5120.0,2551.0,0.49189453125,0.49189453125,c26000_ema_t0.2,2468.0
